endpoint,endpoint-url,parameters,plugin,entry-date,start-date,end-date
ba080b05e0df46fe7eec05ff62e101f0fc047066af29fa7897700568b09ce1cc,https://opendata.arcgis.com/datasets/1d09de3bc6744d5bacdeec3867332dd9_1.geojson,,,2021-06-23,,
