categories,documentation-url,end-date,entry-date,geography,geometry,legislation,name,notes,organisation,point,reference,start-date,slug
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:174,"MULTIPOLYGON (((1.459101 52.448992,1.458840 52.448831,1.457655 52.449489,1.457955 52.449757,1.458444 52.450289,1.459037 52.451003,1.459915 52.450796,1.460347 52.450670,1.460574 52.450562,1.459200 52.448995,1.459170 52.448966,1.459101 52.448992)))",,Annis Hill Playing Field,,local-authority-eng:ESK,,,,/open-space/open-space/174
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:230,"MULTIPOLYGON (((1.715723 52.468530,1.714863 52.468189,1.714808 52.468203,1.714248 52.468887,1.715593 52.469209,1.715638 52.469185,1.715625 52.469083,1.715658 52.469081,1.715652 52.468981,1.715599 52.468950,1.715572 52.468865,1.715787 52.468555,1.715723 52.468530)))",,Adjacent Dell Primary School,,local-authority-eng:ESK,,,,/open-space/open-space/230
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:231,"MULTIPOLYGON (((1.729444 52.452925,1.729110 52.452512,1.728854 52.452088,1.728627 52.452190,1.728678 52.452223,1.728437 52.452449,1.728327 52.452630,1.728273 52.452826,1.728939 52.452874,1.728933 52.452901,1.728974 52.452904,1.729094 52.453089,1.729215 52.452971,1.729444 52.452925)))",,Pakefield Green,,local-authority-eng:ESK,,,,/open-space/open-space/231
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:232,"MULTIPOLYGON (((1.658244 52.343361,1.660313 52.343540,1.660464 52.343664,1.661240 52.343553,1.661268 52.343402,1.661993 52.343460,1.662316 52.343182,1.662916 52.342439,1.663167 52.342230,1.662670 52.342269,1.662442 52.342182,1.662386 52.342050,1.662621 52.341951,1.662562 52.341908,1.662314 52.341381,1.661973 52.341459,1.659064 52.341535,1.658529 52.342162,1.658244 52.343361)))",,Reydon High School,,local-authority-eng:ESK,,,,/open-space/open-space/232
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:233,"MULTIPOLYGON (((1.734928 52.498123,1.735030 52.498169,1.735147 52.498146,1.736079 52.497466,1.736605 52.497146,1.736630 52.497071,1.736484 52.497016,1.736390 52.497070,1.735346 52.497786,1.734925 52.498097,1.734928 52.498123)))",,Yarmouth Road,,local-authority-eng:ESK,,,,/open-space/open-space/233
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:235,"MULTIPOLYGON (((1.723326 52.489947,1.723114 52.489933,1.722837 52.489927,1.722892 52.490097,1.723331 52.490084,1.723239 52.490047,1.723234 52.489999,1.723326 52.489947)))",,Fritton Close,,local-authority-eng:ESK,,,,/open-space/open-space/235
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:237,"MULTIPOLYGON (((1.723698 52.492137,1.723703 52.492222,1.724431 52.492202,1.724426 52.492117,1.723698 52.492137)))",,Darsham Vale,,local-authority-eng:ESK,,,,/open-space/open-space/237
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:238,"MULTIPOLYGON (((1.724513 52.492613,1.724763 52.492625,1.724665 52.492200,1.724849 52.491988,1.725038 52.491846,1.725036 52.491456,1.724836 52.491218,1.724705 52.491226,1.724717 52.491387,1.724773 52.491419,1.724934 52.491411,1.725009 52.491464,1.725035 52.491800,1.724945 52.491803,1.724949 52.491900,1.724691 52.491906,1.724704 52.492110,1.724453 52.492117,1.724513 52.492613),(1.724932 52.491354,1.724820 52.491357,1.724816 52.491315,1.724904 52.491312,1.724932 52.491354)))",,Roydon Way,,local-authority-eng:ESK,,,,/open-space/open-space/238
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:241,"MULTIPOLYGON (((1.738119 52.485239,1.738025 52.485078,1.737829 52.485118,1.737928 52.485296,1.737962 52.485470,1.738222 52.485410,1.738119 52.485239)))",,Bramble Green,,local-authority-eng:ESK,,,,/open-space/open-space/241
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:243,"MULTIPOLYGON (((1.738850 52.484791,1.739028 52.485108,1.739183 52.485075,1.738985 52.484731,1.738833 52.484763,1.738850 52.484791)))",,Gorse Green,,local-authority-eng:ESK,,,,/open-space/open-space/243
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:60,"MULTIPOLYGON (((1.734918 52.495009,1.734954 52.494928,1.734890 52.494886,1.734913 52.494838,1.735026 52.494802,1.734736 52.494751,1.734838 52.494523,1.734759 52.494505,1.734915 52.494268,1.734821 52.494246,1.734327 52.494380,1.733998 52.494394,1.733847 52.494470,1.733835 52.494971,1.733893 52.495021,1.734297 52.495034,1.734811 52.495111,1.734876 52.495087,1.734918 52.495009)))",,Stoven Close,,local-authority-eng:ESK,,,,/open-space/open-space/60
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:61,"MULTIPOLYGON (((1.736503 52.493470,1.736306 52.493921,1.736970 52.493992,1.737133 52.494035,1.737261 52.493673,1.736731 52.493455,1.736503 52.493470)))",,Wissett Way,,local-authority-eng:ESK,,,,/open-space/open-space/61
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:62,"MULTIPOLYGON (((1.735665 52.494513,1.735711 52.494419,1.735238 52.494324,1.735091 52.494575,1.735581 52.494692,1.735665 52.494513)))",,Stoven Close,,local-authority-eng:ESK,,,,/open-space/open-space/62
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:63,"MULTIPOLYGON (((1.734200 52.495600,1.734610 52.495826,1.734679 52.495686,1.734200 52.495600)))",,Weston Road,,local-authority-eng:ESK,,,,/open-space/open-space/63
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:64,"MULTIPOLYGON (((1.734500 52.493186,1.734506 52.493237,1.734803 52.493293,1.734782 52.493332,1.734961 52.493370,1.734991 52.493187,1.734500 52.493186)))",,Frostenden Cresent,,local-authority-eng:ESK,,,,/open-space/open-space/64
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:65,"MULTIPOLYGON (((1.745048 52.493422,1.745687 52.493217,1.746274 52.492969,1.747594 52.492091,1.747605 52.492038,1.747426 52.491947,1.746580 52.492544,1.746399 52.492569,1.746147 52.492512,1.745893 52.492635,1.745843 52.492690,1.745936 52.492889,1.745913 52.492981,1.745635 52.493141,1.745050 52.493358,1.745028 52.493389,1.745048 52.493422)))",,Yarmouth Road,,local-authority-eng:ESK,,,,/open-space/open-space/65
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:66,"MULTIPOLYGON (((1.747206 52.491034,1.747223 52.490974,1.747189 52.490925,1.746940 52.490857,1.746839 52.490862,1.746774 52.490891,1.746487 52.491200,1.746706 52.491328,1.747206 52.491034)))",,Arnham Court,,local-authority-eng:ESK,,,,/open-space/open-space/66
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:244,"MULTIPOLYGON (((1.739980 52.484755,1.740047 52.484874,1.740295 52.484820,1.740087 52.484461,1.739843 52.484512,1.739980 52.484755)))",,Viburnum Green,,local-authority-eng:ESK,,,,/open-space/open-space/244
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:245,"MULTIPOLYGON (((1.732467 52.490010,1.732891 52.489917,1.733929 52.489844,1.733879 52.489660,1.733788 52.489629,1.733466 52.489779,1.732762 52.489921,1.732467 52.490010)))",,Hilltop Green,,local-authority-eng:ESK,,,,/open-space/open-space/245
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:246,"MULTIPOLYGON (((1.732583 52.488783,1.732539 52.488816,1.732424 52.489088,1.732453 52.489155,1.732554 52.489164,1.732578 52.489131,1.732851 52.489062,1.732684 52.488848,1.732691 52.488800,1.732583 52.488783)))",,Crestview Drive,,local-authority-eng:ESK,,,,/open-space/open-space/246
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:247,"MULTIPOLYGON (((1.733717 52.489214,1.733507 52.488996,1.733135 52.489061,1.733450 52.489311,1.733717 52.489214)))",,Crestview Drive,,local-authority-eng:ESK,,,,/open-space/open-space/247
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:248,"MULTIPOLYGON (((1.753773 52.484446,1.753959 52.484403,1.753961 52.484288,1.753920 52.484176,1.753727 52.484201,1.753773 52.484446)))",,Park Road,,local-authority-eng:ESK,,,,/open-space/open-space/248
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:249,"MULTIPOLYGON (((1.739726 52.482908,1.739732 52.482865,1.739609 52.482691,1.739532 52.482652,1.739152 52.482726,1.739082 52.482793,1.739142 52.482865,1.739454 52.483000,1.739726 52.482908)))",,Marham Road,,local-authority-eng:ESK,,,,/open-space/open-space/249
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:250,"MULTIPOLYGON (((1.740800 52.483130,1.740685 52.482882,1.740318 52.483077,1.740569 52.483157,1.740730 52.483161,1.740800 52.483130)))",,Marham Road,,local-authority-eng:ESK,,,,/open-space/open-space/250
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:252,"MULTIPOLYGON (((1.756421 52.485627,1.756143 52.485599,1.756120 52.485861,1.756022 52.486006,1.755868 52.486522,1.755938 52.486615,1.756369 52.486816,1.756575 52.486841,1.756607 52.486526,1.756778 52.486544,1.756855 52.486041,1.756835 52.485673,1.756421 52.485627)))",,Arnolds Bequest,,local-authority-eng:ESK,,,,/open-space/open-space/252
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:2,"MULTIPOLYGON (((1.659844 52.435234,1.659916 52.435112,1.660319 52.435203,1.660786 52.434327,1.660754 52.434269,1.660647 52.434209,1.659818 52.433892,1.659658 52.433981,1.659264 52.434036,1.659189 52.434082,1.658658 52.434966,1.659844 52.435234)))",,Mutford Common,,local-authority-eng:ESK,,,,/open-space/open-space/2
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:3,"MULTIPOLYGON (((1.631095 52.446946,1.631078 52.446966,1.631550 52.447049,1.631604 52.447046,1.631678 52.446933,1.631258 52.446764,1.631095 52.446946)))",,Spinney Close,,local-authority-eng:ESK,,,,/open-space/open-space/3
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:68,"MULTIPOLYGON (((1.737810 52.496375,1.736941 52.496765,1.736614 52.496937,1.736617 52.496980,1.736697 52.497029,1.736829 52.497026,1.737242 52.496800,1.737327 52.496671,1.737786 52.496450,1.737810 52.496375)))",,Yarmouth Road,,local-authority-eng:ESK,,,,/open-space/open-space/68
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:69,"MULTIPOLYGON (((1.680262 52.327416,1.680363 52.327352,1.680232 52.327270,1.680205 52.327368,1.680262 52.327416)))",,East Green,,local-authority-eng:ESK,,,,/open-space/open-space/69
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:70,"MULTIPOLYGON (((1.684140 52.329535,1.683749 52.328970,1.683637 52.328853,1.683415 52.328732,1.684348 52.330173,1.684477 52.330141,1.684414 52.329938,1.684140 52.329535)))",,North Parade,,local-authority-eng:ESK,,,,/open-space/open-space/70
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:72,"MULTIPOLYGON (((1.435389 52.455900,1.435485 52.455882,1.435642 52.455702,1.435908 52.455634,1.435635 52.455513,1.435156 52.455412,1.435049 52.455447,1.434766 52.455794,1.435389 52.455900)))",,Bigod Castle,,local-authority-eng:ESK,,,,/open-space/open-space/72
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:73,"MULTIPOLYGON (((1.442131 52.445258,1.441705 52.445167,1.441587 52.445396,1.442001 52.445486,1.442131 52.445258)))",,Bungay Sports Hall,,local-authority-eng:ESK,,,,/open-space/open-space/73
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:74,"MULTIPOLYGON (((1.497445 52.341337,1.497428 52.341261,1.497301 52.341217,1.497215 52.341073,1.496925 52.341116,1.497013 52.341492,1.497369 52.341565,1.497360 52.341373,1.497445 52.341337)))",,Roman Way,,local-authority-eng:ESK,,,,/open-space/open-space/74
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:253,"MULTIPOLYGON (((1.740765 52.466099,1.740284 52.465568,1.739827 52.466434,1.740758 52.466123,1.740765 52.466099)))",,Bixley Green,,local-authority-eng:ESK,,,,/open-space/open-space/253
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:254,"MULTIPOLYGON (((1.724027 52.466599,1.723988 52.466759,1.723913 52.466860,1.723994 52.466907,1.724981 52.466749,1.724368 52.466560,1.724027 52.466599)))",,Beechwood Gardens,,local-authority-eng:ESK,,,,/open-space/open-space/254
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:255,"MULTIPOLYGON (((1.721639 52.469174,1.721720 52.469688,1.722248 52.469623,1.722209 52.469380,1.722167 52.469323,1.722053 52.469344,1.721954 52.469132,1.721639 52.469174)))",,Suckling Court,,local-authority-eng:ESK,,,,/open-space/open-space/255
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:256,"MULTIPOLYGON (((1.706000 52.458457,1.706129 52.458292,1.705754 52.457990,1.705522 52.458064,1.705637 52.458227,1.706000 52.458457)))",,Wheatfield Road,,local-authority-eng:ESK,,,,/open-space/open-space/256
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:257,"MULTIPOLYGON (((1.709088 52.458965,1.709322 52.458960,1.709486 52.458420,1.709372 52.458285,1.708284 52.458655,1.708257 52.458715,1.708747 52.458859,1.708897 52.458957,1.709088 52.458965)))",,Marbella Green,,local-authority-eng:ESK,,,,/open-space/open-space/257
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:4,"MULTIPOLYGON (((1.477508 52.360871,1.477754 52.361365,1.478080 52.361314,1.477869 52.360811,1.477508 52.360871)))",,"The Street, Wisset",,local-authority-eng:ESK,,,,/open-space/open-space/4
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:5,"MULTIPOLYGON (((1.622437 52.354696,1.622288 52.355007,1.622549 52.355055,1.622699 52.354743,1.622437 52.354696)))",,Tennis Courts Millfields,,local-authority-eng:ESK,,,,/open-space/open-space/5
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:6,"MULTIPOLYGON (((1.660372 52.337124,1.660654 52.337165,1.660684 52.337045,1.660871 52.337028,1.660889 52.336989,1.660607 52.336963,1.660588 52.337037,1.660406 52.337028,1.660372 52.337124)))",,Kingfisher Cresent,,local-authority-eng:ESK,,,,/open-space/open-space/6
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:7,"MULTIPOLYGON (((1.500509 52.388820,1.501913 52.389153,1.502235 52.388607,1.500676 52.388281,1.500509 52.388820)))",,Stone Street,,local-authority-eng:ESK,,,,/open-space/open-space/7
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:9,"MULTIPOLYGON (((1.674138 52.340292,1.673963 52.340311,1.673948 52.340349,1.674173 52.340913,1.674344 52.340906,1.674362 52.340863,1.674138 52.340292)))",,Harrison Green,,local-authority-eng:ESK,,,,/open-space/open-space/9
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:10,"MULTIPOLYGON (((1.672581 52.385119,1.672639 52.385395,1.672807 52.385387,1.672890 52.385706,1.673521 52.385636,1.673409 52.385042,1.672581 52.385119)))",,The Larches Bowling Green,,local-authority-eng:ESK,,,,/open-space/open-space/10
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:11,"MULTIPOLYGON (((1.716931 52.417464,1.717027 52.417683,1.717531 52.417625,1.717609 52.417840,1.717795 52.417817,1.717554 52.417384,1.716931 52.417464)))",,Glebe Road West,,local-authority-eng:ESK,,,,/open-space/open-space/11
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:75,"MULTIPOLYGON (((1.657415 52.515246,1.657307 52.515227,1.657230 52.515380,1.657011 52.515337,1.656862 52.515569,1.657280 52.515660,1.657416 52.515401,1.657355 52.515388,1.657415 52.515246)))",,"Bowling Green, The Street",,local-authority-eng:ESK,,,,/open-space/open-space/75
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:77,"MULTIPOLYGON (((1.723442 52.464463,1.723543 52.464450,1.723465 52.464123,1.722996 52.464180,1.723093 52.464506,1.723442 52.464463)))",,Summerfield Gardens,,local-authority-eng:ESK,,,,/open-space/open-space/77
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:79,"MULTIPOLYGON (((1.725870 52.464194,1.725552 52.463883,1.725424 52.463929,1.725506 52.464015,1.725406 52.464092,1.725591 52.464212,1.725672 52.464169,1.725788 52.464224,1.725870 52.464194)))",,Holst Close,,local-authority-eng:ESK,,,,/open-space/open-space/79
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:81,"MULTIPOLYGON (((1.726767 52.458801,1.726293 52.458761,1.726243 52.458798,1.726327 52.458799,1.726337 52.458848,1.726265 52.458853,1.726244 52.458827,1.726222 52.458857,1.726708 52.458940,1.726756 52.458915,1.726728 52.458891,1.726787 52.458837,1.726767 52.458801)))",,Green Drive,,local-authority-eng:ESK,,,,/open-space/open-space/81
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:258,"MULTIPOLYGON (((1.666039 52.384181,1.666329 52.384645,1.666171 52.384686,1.666194 52.384705,1.666489 52.384764,1.666742 52.384687,1.666555 52.384454,1.666567 52.384279,1.666459 52.384081,1.666039 52.384181)))",,Meadowlands,,local-authority-eng:ESK,,,,/open-space/open-space/258
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:260,"MULTIPOLYGON (((1.406850 52.377550,1.406894 52.377457,1.407277 52.376708,1.406630 52.376634,1.406604 52.376865,1.406189 52.377463,1.406850 52.377550)))",,St James Lane,,local-authority-eng:ESK,,,,/open-space/open-space/260
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:261,"MULTIPOLYGON (((1.574363 52.383025,1.574513 52.383263,1.574529 52.383437,1.574745 52.384094,1.575529 52.383947,1.575506 52.383606,1.575790 52.383591,1.575859 52.382890,1.574363 52.383025)))",,Station Road,,local-authority-eng:ESK,,,,/open-space/open-space/261
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:262,"MULTIPOLYGON (((1.711864 52.420089,1.711728 52.419823,1.711557 52.419902,1.711427 52.420065,1.711559 52.420134,1.711661 52.420104,1.711924 52.420183,1.711864 52.420089)))",,Lloyds Avenue 109 135,,local-authority-eng:ESK,,,,/open-space/open-space/262
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:263,"MULTIPOLYGON (((1.721428 52.420292,1.720193 52.420503,1.720166 52.420569,1.720203 52.420675,1.720593 52.420627,1.720538 52.420472,1.721101 52.420396,1.721162 52.420555,1.721570 52.420485,1.721491 52.420334,1.721428 52.420292)))",,Field Lane 63 69,,local-authority-eng:ESK,,,,/open-space/open-space/263
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:264,"MULTIPOLYGON (((1.719065 52.420627,1.718134 52.420705,1.718111 52.420746,1.718185 52.420952,1.718490 52.420732,1.718532 52.420748,1.719080 52.420667,1.719164 52.420832,1.719552 52.420784,1.719504 52.420640,1.719431 52.420598,1.719065 52.420627)))",,Field Lane 55 61,,local-authority-eng:ESK,,,,/open-space/open-space/264
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:12,"MULTIPOLYGON (((1.720181 52.416391,1.720064 52.416411,1.720109 52.416506,1.720632 52.416423,1.720586 52.416309,1.720181 52.416391)))",,Peregrine Way,,local-authority-eng:ESK,,,,/open-space/open-space/12
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:13,"MULTIPOLYGON (((1.710818 52.448681,1.710706 52.448300,1.710750 52.447904,1.710400 52.447805,1.710045 52.447661,1.709994 52.447609,1.709546 52.447506,1.709438 52.447486,1.709355 52.447585,1.710134 52.447828,1.710461 52.448017,1.710411 52.448202,1.710296 52.448364,1.710292 52.448419,1.710301 52.448454,1.710431 52.448525,1.710525 52.448810,1.710686 52.448958,1.710506 52.448998,1.710419 52.449053,1.710353 52.449047,1.710194 52.449379,1.710044 52.449524,1.710315 52.449648,1.710324 52.449590,1.710404 52.449558,1.710441 52.449466,1.710575 52.449378,1.710530 52.449350,1.710521 52.449291,1.710590 52.449097,1.710714 52.449005,1.710822 52.448996,1.710827 52.448899,1.710763 52.448852,1.710818 52.448681)))",,Airedale,,local-authority-eng:ESK,,,,/open-space/open-space/13
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:14,"MULTIPOLYGON (((1.522492 52.346733,1.522577 52.346783,1.523584 52.346189,1.522974 52.345905,1.522849 52.345907,1.522637 52.346076,1.522047 52.346451,1.522492 52.346733)))",,Holton Village Hall,,local-authority-eng:ESK,,,,/open-space/open-space/14
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:15,"MULTIPOLYGON (((1.671378 52.342006,1.671293 52.341639,1.669039 52.341991,1.668869 52.342022,1.668830 52.342061,1.669000 52.342553,1.669144 52.343140,1.670063 52.343074,1.670016 52.342827,1.671548 52.342722,1.671378 52.342006)))",,Recreation Ground,,local-authority-eng:ESK,,,,/open-space/open-space/15
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:16,"MULTIPOLYGON (((1.718177 52.498213,1.718626 52.498166,1.718213 52.497481,1.717842 52.497560,1.717853 52.497668,1.718177 52.498213)))",,Builders Yard Union Lane,,local-authority-eng:ESK,,,,/open-space/open-space/16
,https://eastsuffolk.inconsult.uk/consult.ti/eastsuffolkwaveneylocalplan/viewCompoundDoc?docid=11491476&partid=11512916#11512916,,2021-06-23,open-space:82,"MULTIPOLYGON (((1.736997 52.495532,1.736970 52.495527,1.736879 52.495722,1.737073 52.495757,1.737139 52.495556,1.736997 52.495532)))",,Astbury Close,,local-authority-eng:ESK,,,,/open-space/open-space/82
